Game_ID,Team,Season,Date,Game,Pts_For_Avg,Pts_Agst_Avg,Rebs_Tot_Avg,Rebs_Off_Avg,Rebs_Def_Avg,Blks_Avg,STL_Avg,FGA_Avg,FGM_Avg,FG_PCT_Avg,FTA_Avg,FTM_Avg,FT_PCT_Avg,FG3M_Avg,FG3_PCT_Avg,PF_Avg
0020500809,Detroit,2005,2006-02-24,54,97.9,89.5,40.9,12.2,28.8,6.0,6.5,79.6,36.4,45.8%,24.6,18.4,74.7%,6.7,39.4%,18.8
0020500822,Detroit,2005,2006-02-26,55,97.8,89.4,40.9,12.1,28.8,5.9,6.5,79.7,36.4,45.7%,24.6,18.4,74.6%,6.7,39.1%,18.8
0020500829,Detroit,2005,2006-02-27,56,97.7,89.2,41.0,12.1,28.9,6.0,6.6,79.7,36.3,45.7%,24.5,18.3,74.6%,6.7,38.8%,18.8
0020500849,Detroit,2005,2006-03-01,57,97.4,88.9,40.9,12.1,28.9,5.9,6.6,79.9,36.3,45.5%,24.3,18.2,75.1%,6.7,38.7%,18.7
0020500866,Detroit,2005,2006-03-03,58,97.3,89.1,40.8,12.0,28.8,5.9,6.6,79.9,36.2,45.4%,24.2,18.1,75.0%,6.7,38.7%,18.6
0020500873,Detroit,2005,2006-03-04,59,97.3,89.2,40.7,11.9,28.8,5.9,6.6,79.9,36.2,45.4%,24.2,18.0,74.6%,6.8,38.7%,18.6
0020500901,Detroit,2005,2006-03-08,60,97.2,89.5,40.5,11.9,28.6,5.9,6.6,79.9,36.2,45.4%,24.1,17.9,74.5%,6.8,38.7%,18.7
0020500919,Detroit,2005,2006-03-11,61,97.4,89.7,40.4,12.0,28.5,5.9,6.6,80.1,36.3,45.4%,24.2,18.0,74.5%,6.9,38.8%,18.7
0020500932,Detroit,2005,2006-03-12,62,97.3,90.0,40.4,11.9,28.5,5.8,6.6,80.0,36.2,45.4%,24.1,18.0,74.6%,6.8,38.6%,18.7
0020500950,Detroit,2005,2006-03-15,63,97.2,89.8,40.5,11.9,28.7,5.8,6.6,80.0,36.3,45.5%,23.9,17.8,74.4%,6.8,38.8%,18.7
0020500969,Detroit,2005,2006-03-17,64,97.3,89.9,40.6,11.8,28.7,5.9,6.6,80.0,36.4,45.6%,23.9,17.7,74.2%,6.9,39.3%,18.6
0020500975,Detroit,2005,2006-03-18,65,97.4,90.2,40.5,11.9,28.6,5.9,6.7,80.0,36.4,45.6%,24.0,17.8,74.1%,6.9,39.2%,18.7
0020500989,Detroit,2005,2006-03-20,66,97.6,90.4,40.3,11.9,28.4,5.9,6.7,79.8,36.4,45.8%,24.1,17.8,73.9%,6.9,39.4%,18.6
0020501007,Detroit,2005,2006-03-22,67,97.5,90.3,40.2,11.8,28.4,5.9,6.8,79.8,36.4,45.8%,24.0,17.7,73.9%,6.9,39.3%,18.5
0020501019,Detroit,2005,2006-03-24,68,97.3,90.0,40.3,11.8,28.5,5.9,6.8,79.8,36.3,45.6%,24.0,17.7,74.0%,6.9,39.1%,18.5
0020501035,Detroit,2005,2006-03-26,69,96.9,89.8,40.3,11.8,28.5,5.9,6.8,79.8,36.2,45.5%,23.8,17.5,73.4%,7.0,39.0%,18.4
0020501048,Detroit,2005,2006-03-28,70,96.6,89.6,40.5,11.9,28.6,6.0,6.8,80.0,36.1,45.3%,23.8,17.4,73.1%,6.9,38.7%,18.4
0020501055,Detroit,2005,2006-03-29,71,96.6,89.6,40.4,11.9,28.5,5.9,6.8,80.0,36.1,45.3%,23.8,17.4,73.0%,6.9,39.2%,18.4
0020501072,Detroit,2005,2006-03-31,72,96.7,89.6,40.4,12.0,28.4,5.9,6.9,80.1,36.2,45.3%,23.8,17.4,73.1%,6.9,39.1%,18.3
0020501086,Detroit,2005,2006-04-02,73,96.9,89.8,40.4,12.0,28.4,6.0,6.9,80.0,36.2,45.4%,23.9,17.5,73.2%,6.9,39.0%,18.3
0020501101,Detroit,2005,2006-04-04,74,97.1,90.0,40.5,12.0,28.4,6.0,6.9,80.1,36.3,45.5%,23.8,17.5,72.9%,6.9,39.1%,18.4
0020501119,Detroit,2005,2006-04-06,75,97.1,90.0,40.5,12.1,28.4,6.0,6.9,80.0,36.3,45.5%,23.9,17.6,73.1%,6.9,39.2%,18.4
0020501123,Detroit,2005,2006-04-07,76,97.1,89.9,40.5,12.0,28.5,5.9,6.9,79.9,36.3,45.6%,24.0,17.6,73.0%,6.9,39.2%,18.3
0020501141,Detroit,2005,2006-04-09,77,96.9,89.9,40.4,11.9,28.4,5.9,7.0,79.8,36.3,45.6%,24.1,17.6,72.9%,6.8,39.2%,18.3
0020501167,Detroit,2005,2006-04-12,78,97.0,89.7,40.5,12.0,28.5,5.9,7.0,79.9,36.3,45.6%,23.9,17.5,73.1%,6.8,39.1%,18.3
0020501177,Detroit,2005,2006-04-14,79,96.9,89.5,40.6,12.0,28.6,6.0,7.0,80.0,36.3,45.6%,23.8,17.4,73.1%,6.8,39.1%,18.3
0020501198,Detroit,2005,2006-04-16,80,97.0,89.7,40.5,11.9,28.6,6.0,7.0,80.0,36.4,45.6%,23.7,17.4,73.1%,6.8,39.0%,18.4
0020501207,Detroit,2005,2006-04-17,81,97.1,89.8,40.4,11.9,28.5,6.0,7.0,80.0,36.5,45.7%,23.7,17.3,73.0%,6.8,39.1%,18.4
0020501222,Detroit,2005,2006-04-19,82,97.0,90.1,40.5,12.0,28.6,5.9,7.0,80.0,36.4,45.7%,23.8,17.3,72.8%,6.8,39.0%,18.4
0020600008,Detroit,2006,2006-11-01,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,0.0,0.0%,0.0,0.0%,0.0
0020600021,Detroit,2006,2006-11-03,2,97.0,105.0,48.0,13.0,35.0,9.0,3.0,72.0,31.0,43.1%,34.0,27.0,79.4%,8.0,38.1%,23.0
0020600034,Detroit,2006,2006-11-04,3,99.0,96.5,48.0,14.5,33.5,7.0,5.0,80.0,34.0,42.6%,32.0,25.0,78.1%,6.0,34.5%,20.0
0020600049,Detroit,2006,2006-11-06,4,97.7,93.0,45.3,12.7,32.7,7.0,4.7,77.7,35.0,45.3%,28.7,22.7,79.3%,5.0,30.7%,22.3
0020600068,Detroit,2006,2006-11-08,5,98.5,95.5,44.8,13.5,31.3,7.0,4.5,77.5,34.3,44.4%,31.8,25.0,79.0%,5.0,31.3%,22.8
0020600081,Detroit,2006,2006-11-10,6,96.0,96.2,42.8,11.8,31.0,6.2,5.0,76.2,33.0,43.4%,31.0,24.4,78.9%,5.6,32.0%,23.8
0020600089,Detroit,2006,2006-11-11,7,96.2,94.0,43.8,12.3,31.5,6.2,6.2,77.3,33.8,43.8%,28.0,22.3,81.1%,6.2,35.0%,22.7
0020600113,Detroit,2006,2006-11-15,8,93.7,96.4,43.0,12.6,30.4,5.9,6.1,77.4,33.7,43.6%,26.6,20.4,76.7%,5.9,33.4%,22.3
0020600123,Detroit,2006,2006-11-17,9,94.4,96.9,42.0,12.0,30.0,5.9,5.6,76.9,34.3,44.6%,26.5,20.0,75.3%,5.9,33.4%,22.0
0020600134,Detroit,2006,2006-11-18,10,95.0,96.2,41.8,12.4,29.3,6.1,5.6,78.1,34.7,44.5%,25.9,19.6,75.4%,6.1,35.2%,21.6
0020600151,Detroit,2006,2006-11-21,11,95.9,95.8,41.9,12.3,29.6,6.1,5.6,78.7,35.1,44.7%,25.6,19.5,76.1%,6.2,35.0%,21.8
0020600161,Detroit,2006,2006-11-22,12,96.0,95.0,41.4,12.0,29.4,5.9,5.6,78.1,35.2,45.1%,25.3,19.2,75.8%,6.5,35.7%,21.5
0020600175,Detroit,2006,2006-11-24,13,96.6,95.3,41.9,12.5,29.4,5.8,5.8,78.9,35.3,44.8%,25.6,19.6,76.4%,6.5,36.9%,21.6
0020600184,Detroit,2006,2006-11-25,14,97.2,95.2,41.7,12.2,29.5,5.7,6.1,79.2,35.7,45.1%,24.9,19.3,77.7%,6.5,36.5%,21.1
0020600222,Detroit,2006,2006-11-30,15,98.4,96.4,41.2,11.9,29.4,5.4,6.1,78.9,35.6,45.2%,26.0,20.5,78.6%,6.8,37.2%,20.9
0020600227,Detroit,2006,2006-12-01,16,97.7,95.6,41.5,11.7,29.7,5.7,6.0,78.2,35.3,45.2%,26.1,20.3,77.7%,6.8,37.8%,20.6
0020600245,Detroit,2006,2006-12-03,17,98.3,95.9,41.3,11.5,29.8,5.7,6.0,78.3,35.4,45.4%,26.0,20.4,78.3%,7.1,38.6%,20.6
0020600256,Detroit,2006,2006-12-05,18,97.8,95.9,40.9,11.4,29.5,5.8,6.0,78.4,35.3,45.1%,25.6,20.2,79.0%,6.9,37.7%,20.8
0020600272,Detroit,2006,2006-12-07,19,97.1,95.5,40.6,11.2,29.3,5.8,5.8,78.2,35.1,45.0%,25.2,19.9,78.9%,6.9,37.2%,20.8
0020600275,Detroit,2006,2006-12-08,20,96.8,94.8,40.7,11.3,29.5,5.9,6.1,78.3,35.3,45.1%,24.6,19.3,78.1%,6.9,37.4%,20.9
0020600318,Detroit,2006,2006-12-13,21,96.3,94.2,40.6,11.2,29.5,5.9,6.1,78.0,35.2,45.2%,24.4,19.0,77.5%,6.9,38.1%,21.1
0020600346,Detroit,2006,2006-12-16,22,96.0,94.5,40.6,11.2,29.3,5.9,6.0,78.0,35.0,44.9%,24.5,19.2,78.0%,6.9,38.0%,21.1
0020600354,Detroit,2006,2006-12-17,23,95.7,94.0,40.5,11.2,29.3,6.0,6.3,77.7,34.9,44.9%,24.8,19.4,77.7%,6.6,37.2%,21.2
0020600377,Detroit,2006,2006-12-21,24,95.8,93.9,41.1,11.8,29.3,5.9,6.3,78.4,35.0,44.7%,24.8,19.3,77.6%,6.6,37.6%,21.1
0020600395,Detroit,2006,2006-12-23,25,95.4,93.0,41.5,11.9,29.6,5.8,6.3,78.5,35.0,44.6%,24.6,19.1,77.5%,6.4,37.1%,20.9
0020600406,Detroit,2006,2006-12-26,26,95.9,92.5,41.3,11.8,29.5,6.2,6.3,78.3,35.0,44.8%,25.2,19.6,77.5%,6.4,37.2%,20.9
0020600420,Detroit,2006,2006-12-27,27,95.8,92.4,41.0,11.7,29.3,6.2,6.4,78.0,34.8,44.7%,25.3,19.8,77.9%,6.4,37.0%,21.0
0020600434,Detroit,2006,2006-12-29,28,97.6,94.6,41.6,12.3,29.3,6.1,6.4,79.7,35.5,44.7%,25.7,20.1,78.1%,6.4,36.7%,21.7
0020600453,Detroit,2006,2006-12-31,29,97.4,94.5,42.1,12.4,29.7,6.2,6.3,79.8,35.5,44.6%,25.5,20.0,77.9%,6.4,37.0%,21.7
0020600476,Detroit,2006,2007-01-04,30,97.5,95.0,42.1,12.4,29.8,6.2,6.3,80.0,35.7,44.8%,25.3,19.9,78.3%,6.2,36.0%,21.6
0020600494,Detroit,2006,2007-01-06,31,97.3,94.1,42.4,12.2,30.2,6.1,6.3,79.9,35.7,44.8%,25.2,19.8,78.3%,6.1,36.1%,21.3
0020600508,Detroit,2006,2007-01-09,32,97.1,94.5,42.5,12.5,30.0,6.2,6.3,80.2,35.5,44.5%,25.5,19.9,78.0%,6.1,36.2%,21.2
0020600520,Detroit,2006,2007-01-10,33,97.1,94.3,42.2,12.3,29.9,6.2,6.3,79.9,35.7,44.8%,25.1,19.7,78.3%,6.1,36.2%,21.1
0020600534,Detroit,2006,2007-01-12,34,97.1,94.6,41.9,12.3,29.6,6.2,6.4,79.9,35.6,44.7%,25.2,19.7,78.3%,6.1,36.4%,21.2
0020600543,Detroit,2006,2007-01-13,35,96.9,94.7,41.8,12.4,29.5,6.2,6.3,80.0,35.6,44.7%,25.1,19.7,78.3%,6.0,36.5%,21.1
0020600561,Detroit,2006,2007-01-15,36,96.5,94.1,42.0,12.4,29.6,6.3,6.4,80.1,35.4,44.4%,25.1,19.6,77.9%,6.0,36.5%,20.9
0020600571,Detroit,2006,2007-01-17,37,96.3,94.1,41.8,12.4,29.4,6.2,6.5,80.4,35.5,44.3%,24.8,19.4,77.9%,5.9,36.1%,20.9
0020600588,Detroit,2006,2007-01-19,38,96.4,94.2,41.8,12.3,29.5,6.2,6.5,80.4,35.5,44.4%,24.7,19.3,78.2%,6.0,36.2%,21.1
0020600596,Detroit,2006,2007-01-20,39,96.6,94.3,41.7,12.3,29.5,6.3,6.6,80.7,35.7,44.4%,24.6,19.2,78.0%,5.9,35.9%,21.4
0020600622,Detroit,2006,2007-01-24,40,96.4,93.8,42.0,12.2,29.8,6.2,6.6,80.6,35.7,44.4%,24.7,19.2,77.6%,5.9,35.8%,21.4
0020600638,Detroit,2006,2007-01-26,41,96.6,93.8,41.7,12.1,29.6,6.1,6.7,80.4,35.7,44.6%,24.8,19.3,77.7%,6.0,35.9%,21.5
0020600659,Detroit,2006,2007-01-28,42,96.6,93.9,41.9,12.2,29.6,6.1,6.6,80.4,35.7,44.6%,24.7,19.1,77.5%,6.0,36.1%,21.5
0020600668,Detroit,2006,2007-01-30,43,96.5,93.7,41.8,12.4,29.5,6.1,6.6,80.4,35.6,44.5%,25.0,19.5,77.7%,5.9,35.9%,21.6
0020600679,Detroit,2006,2007-01-31,44,96.6,94.0,41.7,12.3,29.4,6.1,6.6,80.2,35.7,44.6%,24.9,19.4,78.0%,5.9,35.8%,21.7
0020600695,Detroit,2006,2007-02-02,45,97.0,93.9,41.7,12.3,29.5,6.1,6.5,79.9,35.7,44.9%,25.2,19.8,78.2%,5.9,36.0%,21.6
0020600711,Detroit,2006,2007-02-04,46,97.0,93.7,41.8,12.3,29.5,6.1,6.5,79.9,35.6,44.8%,25.4,19.9,78.3%,5.8,35.6%,21.4
0020600721,Detroit,2006,2007-02-06,47,96.8,93.3,41.7,12.2,29.5,6.0,6.5,79.6,35.6,44.9%,25.3,19.9,78.4%,5.8,35.6%,21.3
0020600735,Detroit,2006,2007-02-08,48,97.1,93.5,41.6,12.2,29.4,6.0,6.5,79.5,35.7,45.2%,25.2,19.8,78.5%,5.8,35.9%,21.1
0020600750,Detroit,2006,2007-02-10,49,97.0,93.2,41.6,12.2,29.4,6.0,6.6,79.5,35.7,45.2%,25.2,19.7,78.2%,5.8,35.9%,21.0
0020600765,Detroit,2006,2007-02-12,50,97.0,93.2,41.6,12.2,29.4,5.9,6.6,79.5,35.8,45.3%,25.0,19.6,78.4%,5.8,35.7%,21.0
0020600781,Detroit,2006,2007-02-14,51,96.9,92.8,41.7,12.1,29.6,5.9,6.5,79.3,35.8,45.3%,25.1,19.6,78.2%,5.8,35.6%,20.9
0020600793,Detroit,2006,2007-02-20,52,96.6,92.7,41.6,12.0,29.6,5.9,6.5,79.3,35.7,45.2%,24.8,19.4,78.4%,5.8,35.5%,20.9
0020600805,Detroit,2006,2007-02-21,53,96.3,92.6,41.7,12.1,29.6,5.9,6.6,79.4,35.7,45.1%,24.7,19.3,78.3%,5.8,35.3%,20.8
0020600816,Detroit,2006,2007-02-23,54,96.6,92.5,41.6,12.1,29.5,5.9,6.7,79.3,35.7,45.2%,24.8,19.4,78.3%,5.7,35.2%,20.9
0020600832,Detroit,2006,2007-02-25,55,96.6,92.4,41.5,12.1,29.4,5.9,6.7,79.2,35.6,45.1%,25.0,19.7,78.5%,5.7,35.2%,21.0
0020600872,Detroit,2006,2007-03-02,56,96.5,92.4,41.5,12.3,29.3,6.0,6.8,79.4,35.5,45.0%,25.0,19.7,78.5%,5.8,35.5%,21.0
0020600882,Detroit,2006,2007-03-03,57,96.3,92.3,41.6,12.3,29.3,5.9,6.8,79.4,35.4,44.9%,25.0,19.7,78.6%,5.7,35.0%,21.0
0020600897,Detroit,2006,2007-03-05,58,96.2,92.2,41.6,12.3,29.4,5.9,6.8,79.3,35.5,44.9%,25.0,19.6,78.4%,5.7,35.1%,21.1
0020600912,Detroit,2006,2007-03-07,59,96.1,92.6,41.5,12.2,29.3,5.9,6.8,79.3,35.4,44.9%,25.0,19.6,78.2%,5.7,35.3%,20.9
0020600924,Detroit,2006,2007-03-09,60,96.2,92.7,41.4,12.2,29.3,5.8,6.8,79.2,35.4,44.9%,25.3,19.8,78.3%,5.6,34.9%,21.1
0020600935,Detroit,2006,2007-03-11,61,96.1,92.5,41.5,12.1,29.4,5.8,6.8,79.2,35.4,44.8%,25.3,19.8,78.3%,5.6,34.9%,21.1
0020600956,Detroit,2006,2007-03-13,62,96.2,92.3,41.4,12.1,29.3,5.8,6.8,79.1,35.4,45.0%,25.2,19.7,78.1%,5.6,35.1%,21.0
0020600966,Detroit,2006,2007-03-14,63,96.2,92.4,41.2,12.0,29.2,5.8,6.9,79.0,35.4,45.1%,25.3,19.8,78.2%,5.6,35.0%,20.9
0020600976,Detroit,2006,2007-03-16,64,96.1,92.1,41.1,11.9,29.2,5.8,6.9,78.9,35.5,45.2%,25.1,19.6,77.9%,5.5,34.8%,20.8
0020600989,Detroit,2006,2007-03-18,65,96.2,92.0,41.0,11.8,29.2,5.8,7.0,79.0,35.6,45.3%,24.9,19.4,77.4%,5.6,35.1%,20.7
0020601000,Detroit,2006,2007-03-20,66,96.1,92.0,40.9,11.8,29.1,5.7,7.0,79.0,35.6,45.3%,24.9,19.3,77.2%,5.5,34.9%,20.8
0020601018,Detroit,2006,2007-03-22,67,96.1,91.7,40.8,11.8,29.0,5.7,7.1,78.9,35.7,45.4%,24.8,19.2,77.2%,5.5,35.1%,20.7
0020601028,Detroit,2006,2007-03-23,68,95.9,91.7,40.9,11.7,29.1,5.7,7.1,79.1,35.7,45.3%,24.6,19.1,77.2%,5.5,34.8%,20.7
0020601038,Detroit,2006,2007-03-25,69,95.8,91.7,40.9,11.8,29.1,5.7,7.0,79.1,35.7,45.3%,24.5,19.0,77.3%,5.4,34.5%,20.7
0020601048,Detroit,2006,2007-03-26,70,96.2,91.7,40.9,11.8,29.1,5.7,7.1,79.2,35.9,45.5%,24.5,19.0,77.3%,5.4,34.6%,20.5
0020601069,Detroit,2006,2007-03-29,71,96.4,92.0,40.9,11.7,29.2,5.7,7.1,79.2,35.9,45.6%,24.6,19.2,77.5%,5.4,34.5%,20.5
0020601076,Detroit,2006,2007-03-30,72,96.2,91.8,40.9,11.7,29.1,5.7,7.1,79.1,35.9,45.5%,24.5,19.1,77.4%,5.4,34.4%,20.6
0020601088,Detroit,2006,2007-04-01,73,96.4,92.0,40.8,11.7,29.1,5.7,7.1,79.0,35.9,45.6%,24.6,19.2,77.4%,5.5,34.7%,20.6
0020601101,Detroit,2006,2007-04-03,74,96.4,92.0,40.7,11.7,29.0,5.7,7.1,79.0,35.9,45.6%,24.6,19.2,77.6%,5.5,34.6%,20.6
0020601112,Detroit,2006,2007-04-04,75,96.4,91.9,40.7,11.8,28.9,5.6,7.1,79.1,35.9,45.6%,24.7,19.2,77.5%,5.5,34.5%,20.6
0020601143,Detroit,2006,2007-04-08,76,96.3,92.1,40.6,11.7,28.9,5.6,7.1,79.0,35.8,45.5%,24.7,19.2,77.5%,5.5,34.6%,20.6
0020601149,Detroit,2006,2007-04-09,77,96.2,91.9,40.6,11.7,28.9,5.6,7.1,79.0,35.8,45.5%,24.6,19.2,77.4%,5.4,34.5%,20.6
0020601166,Detroit,2006,2007-04-11,78,96.1,91.8,40.6,11.7,28.9,5.6,7.2,79.1,35.8,45.4%,24.6,19.1,77.3%,5.4,34.3%,20.5
0020601175,Detroit,2006,2007-04-13,79,96.2,91.9,40.5,11.7,28.8,5.7,7.1,79.1,35.9,45.5%,24.5,19.0,77.4%,5.5,34.6%,20.5
0020601201,Detroit,2006,2007-04-15,80,96.1,91.8,40.5,11.7,28.9,5.6,7.1,79.1,35.8,45.5%,24.5,19.0,77.3%,5.5,34.5%,20.5
0020601214,Detroit,2006,2007-04-17,81,96.0,92.0,40.5,11.7,28.8,5.7,7.1,79.0,35.8,45.4%,24.4,19.0,77.3%,5.5,34.5%,20.4
0020601221,Detroit,2006,2007-04-18,82,96.1,91.9,40.5,11.5,28.9,5.7,7.1,79.0,35.9,45.5%,24.3,18.9,77.1%,5.5,34.6%,20.4
0020700012,Detroit,2007,2007-11-01,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,0.0,0.0%,0.0,0.0%,0.0
0020700016,Detroit,2007,2007-11-02,2,91.0,80.0,44.0,12.0,32.0,4.0,11.0,80.0,31.0,38.8%,30.0,23.0,76.7%,6.0,31.6%,14.0
0020700039,Detroit,2007,2007-11-04,3,103.5,86.0,43.0,10.5,32.5,6.0,8.5,76.5,37.0,48.9%,30.0,23.0,76.7%,6.5,39.2%,18.5
0020700064,Detroit,2007,2007-11-08,4,99.7,87.7,41.0,11.3,29.7,7.3,9.0,78.0,37.0,47.8%,27.0,20.0,73.4%,5.7,35.6%,19.0
0020700072,Detroit,2007,2007-11-09,5,98.0,90.0,39.8,10.3,29.5,6.0,8.3,76.5,35.8,47.0%,27.8,20.8,74.2%,5.8,35.1%,20.3
0020700091,Detroit,2007,2007-11-11,6,99.0,87.8,42.4,10.8,31.6,5.8,7.2,78.6,37.0,47.2%,25.8,19.0,72.7%,6.0,36.3%,20.0
0020700103,Detroit,2007,2007-11-13,7,100.3,90.3,43.5,11.0,32.5,5.0,7.7,80.2,37.2,46.6%,27.0,19.7,72.2%,6.3,36.0%,20.8
0020700116,Detroit,2007,2007-11-14,8,99.4,92.0,42.4,11.0,31.4,4.7,7.4,80.7,37.1,46.2%,25.4,18.6,72.6%,6.6,38.0%,20.9
0020700129,Detroit,2007,2007-11-16,9,100.9,93.5,42.8,11.0,31.8,4.8,7.0,81.0,38.0,47.0%,25.4,18.4,72.0%,6.5,39.1%,20.4
0020700143,Detroit,2007,2007-11-18,10,99.8,94.6,43.3,11.3,32.0,5.0,6.9,80.4,37.4,46.6%,25.6,18.8,73.1%,6.1,37.1%,20.7
0020700161,Detroit,2007,2007-11-21,11,99.3,95.6,42.2,11.0,31.2,4.9,6.6,79.8,37.3,46.8%,26.3,18.8,71.5%,5.9,36.5%,21.4
0020700174,Detroit,2007,2007-11-23,12,99.2,94.7,41.6,11.0,30.6,5.1,6.6,79.5,37.3,47.0%,26.0,18.5,71.4%,6.1,37.2%,20.8
0020700194,Detroit,2007,2007-11-25,13,97.8,93.3,41.2,11.1,30.1,4.9,6.7,79.7,37.0,46.5%,25.3,18.1,71.4%,5.8,35.3%,20.9
0020700214,Detroit,2007,2007-11-28,14,97.5,94.1,41.2,11.5,29.7,5.0,6.8,80.2,36.8,46.0%,25.5,18.2,71.2%,5.8,36.1%,20.8
0020700240,Detroit,2007,2007-12-01,15,98.3,92.6,41.4,11.6,29.7,5.3,7.0,79.9,37.4,46.9%,25.4,18.1,71.4%,5.5,34.8%,20.2
0020700246,Detroit,2007,2007-12-02,16,99.5,92.5,41.1,11.9,29.2,5.3,7.0,80.3,37.8,47.2%,25.3,18.3,72.5%,5.6,35.6%,20.5
0020700256,Detroit,2007,2007-12-04,17,100.7,92.7,40.9,12.0,28.9,5.4,6.8,80.3,38.3,47.7%,25.6,18.6,72.7%,5.6,35.4%,20.3
0020700267,Detroit,2007,2007-12-05,18,101.0,92.8,40.8,11.9,28.8,5.6,6.9,80.4,38.5,48.0%,25.1,18.4,73.9%,5.6,36.8%,20.4
0020700279,Detroit,2007,2007-12-07,19,100.4,91.9,41.1,12.0,29.1,5.6,6.7,80.6,38.3,47.6%,24.7,18.2,74.5%,5.7,36.4%,20.4
0020700296,Detroit,2007,2007-12-09,20,99.9,92.2,41.0,12.0,29.0,5.6,6.6,80.6,37.9,47.2%,24.8,18.4,74.6%,5.7,36.1%,20.4
0020700310,Detroit,2007,2007-12-11,21,100.2,91.9,41.3,12.1,29.3,5.6,6.6,80.1,37.7,47.2%,25.4,19.1,75.3%,5.7,35.7%,20.2
0020700321,Detroit,2007,2007-12-12,22,100.8,92.4,41.1,11.9,29.2,5.6,6.7,80.1,37.9,47.3%,25.7,19.4,75.8%,5.6,35.3%,20.4
0020700332,Detroit,2007,2007-12-14,23,99.7,91.8,41.3,11.9,29.4,5.5,6.6,80.3,37.5,46.8%,25.5,19.1,75.0%,5.5,34.9%,20.3
0020700350,Detroit,2007,2007-12-16,24,99.3,91.3,41.4,11.9,29.6,5.5,6.4,80.0,37.3,46.8%,25.7,19.2,74.9%,5.5,34.6%,20.5
0020700369,Detroit,2007,2007-12-19,25,99.7,91.2,41.7,11.9,29.8,5.7,6.5,80.0,37.5,46.9%,25.6,19.3,75.3%,5.5,34.7%,20.5
0020700386,Detroit,2007,2007-12-21,26,99.2,90.9,41.4,11.8,29.6,5.5,6.5,79.7,37.1,46.7%,25.5,19.3,75.7%,5.7,35.2%,20.3
0020700401,Detroit,2007,2007-12-23,27,99.0,90.0,41.5,11.8,29.7,5.5,6.9,79.7,37.0,46.5%,25.7,19.5,75.9%,5.5,34.4%,20.3
0020700412,Detroit,2007,2007-12-26,28,98.8,89.7,41.5,11.8,29.7,5.5,6.9,79.6,36.8,46.3%,25.8,19.6,76.0%,5.6,35.2%,20.4
0020700425,Detroit,2007,2007-12-28,29,98.9,89.5,41.1,11.6,29.5,5.4,7.0,79.6,37.0,46.6%,25.5,19.4,75.9%,5.5,35.3%,20.3
0020700437,Detroit,2007,2007-12-29,30,99.4,89.9,41.2,11.8,29.4,5.4,7.1,79.9,37.2,46.6%,25.5,19.3,75.9%,5.6,35.7%,20.2
0020700451,Detroit,2007,2007-12-31,31,99.4,89.9,41.1,11.6,29.5,5.5,7.1,79.7,37.1,46.6%,25.8,19.6,76.1%,5.6,35.9%,20.3
0020700457,Detroit,2007,2008-01-02,32,99.8,89.3,40.9,11.4,29.5,5.4,7.2,79.6,37.3,46.9%,25.6,19.5,76.1%,5.7,36.4%,20.3
0020700472,Detroit,2007,2008-01-04,33,100.0,89.4,40.8,11.4,29.4,5.4,7.2,79.5,37.3,47.0%,25.6,19.6,76.3%,5.8,36.9%,20.4
0020700485,Detroit,2007,2008-01-05,34,100.1,89.2,41.0,11.3,29.7,5.2,7.0,79.4,37.4,47.1%,25.4,19.4,76.5%,5.9,37.3%,20.4
0020700516,Detroit,2007,2008-01-09,35,99.6,89.3,40.8,11.2,29.6,5.2,7.0,79.4,37.2,46.9%,25.3,19.3,76.3%,5.9,37.1%,20.5
0020700520,Detroit,2007,2008-01-10,36,99.2,89.7,40.7,11.3,29.4,5.2,7.0,79.6,37.1,46.7%,25.0,19.1,76.4%,5.9,37.5%,20.3
0020700535,Detroit,2007,2008-01-12,37,99.0,89.4,40.7,11.2,29.5,5.2,7.1,79.5,37.1,46.7%,24.9,19.0,76.4%,5.9,37.2%,20.3
0020700544,Detroit,2007,2008-01-13,38,99.1,89.7,40.9,11.4,29.5,5.2,7.3,80.0,37.1,46.5%,24.8,19.0,76.9%,5.9,36.9%,20.5
0020700557,Detroit,2007,2008-01-15,39,98.2,89.7,40.9,11.4,29.6,5.2,7.2,79.9,36.7,46.0%,24.7,19.0,77.0%,5.8,36.2%,20.3
0020700577,Detroit,2007,2008-01-18,40,98.3,89.7,40.8,11.2,29.6,5.1,7.2,79.8,36.7,46.1%,24.6,19.0,77.1%,5.8,36.9%,20.1
0020700588,Detroit,2007,2008-01-19,41,98.2,89.9,41.0,11.4,29.6,5.1,7.3,79.8,36.7,46.0%,24.8,19.0,76.8%,5.9,36.8%,20.1
0020700605,Detroit,2007,2008-01-21,42,97.8,90.1,40.7,11.3,29.4,5.1,7.2,79.5,36.5,45.9%,24.9,19.0,76.5%,5.9,36.7%,20.1
0020700610,Detroit,2007,2008-01-23,43,97.8,90.4,40.6,11.3,29.3,5.0,7.3,79.5,36.4,45.9%,25.0,19.1,76.5%,5.9,37.1%,20.3
0020700630,Detroit,2007,2008-01-25,44,97.5,90.1,40.4,11.3,29.1,5.1,7.3,79.3,36.3,45.8%,25.0,19.0,76.4%,5.9,36.9%,20.3
